3.235838490999958594e+02 4.180658740445921673e-01 2.648107240025004971e-01
3.544718490999948699e+02 4.037486845174574346e-01 1.311406108375021695e-01
3.585338491000002250e+02 9.286351316877539119e-01 2.976135066203237645e-01
3.843971824333348195e+02 8.061422413847946222e-01 1.738792510402312474e-01
4.114091824333372642e+02 5.914068132240282161e-01 1.166816253335190984e-01
6.765808490999988862e+02 -6.649867018358783799e-01 3.472440042657245485e-01
7.185018490999937057e+02 -5.147642017097584510e-01 1.678735688559962747e-01
7.384888490999946953e+02 -1.017408056247428361e+00 1.809206172541095725e-01
7.415338491000002250e+02 -9.232474244430208810e-01 1.788803354154505920e-01
7.714178490999911446e+02 -4.396995112333887401e-01 2.886162163731567087e-01
1.001636849099995743e+03 -1.560884304219837704e+00 2.028954132120774079e-01
1.002533349099998304e+03 -1.104701687447509073e+00 1.847414139010838674e-01
1.040523849099998188e+03 -2.034188953307354719e+00 5.729902563223208123e-01
1.041529849099992134e+03 -1.866080814032319291e+00 2.437760826728225527e-01
1.044583349099993939e+03 -1.934739648169491399e+00 1.434600419459781118e-01
1.064521349099995859e+03 -1.916914768510328271e+00 2.029726060869463111e-01
1.067495349099997838e+03 -1.774277836908602080e+00 1.864835467052822771e-01
1.097462849099989398e+03 -1.534079831077703959e+00 3.599289104258904803e-01
1.098433349099992483e+03 -1.506069267348318919e+00 2.296616003378101345e-01
1.127475182433314330e+03 -4.194785523074529010e-01 1.591473809109000270e-01
1.183338349099991319e+03 1.789943605901700430e-01 2.825704337506402819e-01
1.388521349099995859e+03 5.129968027875841940e-01 7.190086342091850380e-01
1.415554182433312235e+03 5.669992642906447333e-01 4.501968819981101433e-01
1.451542349099996500e+03 2.296377500404491734e-01 4.301972611740911834e-01
1.452552849099993182e+03 3.699823467690699919e-01 1.769765886226743468e-01
1.476494182433314563e+03 5.199327288127154612e-01 1.846658673881366175e-01
1.479478349099998013e+03 2.933575945127604445e-01 3.644048275480358257e-01
1.506394349099995452e+03 1.026548005445193867e+00 1.598320781003500779e-01
1.508431849099993997e+03 9.711290503845593225e-01 1.335425609961570226e-01
1.745610349099995801e+03 1.485116113598113019e+00 3.590154603844325498e-01
1.749595515766653989e+03 1.776880715982808168e+00 1.301236936035378433e-01
1.802501849099993706e+03 1.139303341059870966e+00 2.404968881718051454e-01
1.807557349099995918e+03 9.794422661338151315e-01 3.040148718326209365e-01
1.808552849100007734e+03 9.139076705924052968e-01 1.635304464189892282e-01
1.832496349099994404e+03 8.995144957320815315e-01 3.745839115295483412e-01
1.836509349100007967e+03 1.477748554946545889e+00 1.523721603994554474e-01
1.864380849099987245e+03 2.295131911714241912e+00 2.828737776655962377e-01
2.124557849099990563e+03 5.708925898780499164e-01 1.993406923341977388e-01
2.156560849100002088e+03 3.747420363147188627e-01 1.579061954095928588e-01
2.158571349099991494e+03 8.626804774306832124e-01 4.144962503857269609e-01
2.189529849099992134e+03 9.206965214042147627e-01 2.408187491942212488e-01
2.212483849099997315e+03 1.605464099963110902e-02 3.542019843899422704e-01
