2.469012756347656250e+02	1.433471984863281250e+02	6.151716308593750000e+02	6.284251098632812500e+02	6.998388671875000000e+02	1.300196228027343750e+02	6.195503540039062500e+02	1.616973876953125000e+02	5.212542724609375000e+02	1.462575073242187500e+02	6.181211547851562500e+02	6.878394775390625000e+02	3.979818115234375000e+02	4.876214599609375000e+02	2.588038444519042969e+01	6.049920272827148438e+01	1.541296539306640625e+02	7.001010131835937500e+02	3.782497863769531250e+02	5.017361450195312500e+01	7.855606079101562500e+02	7.064758911132812500e+02	3.071572875976562500e+02	6.750188598632812500e+02	7.470388793945312500e+02	3.756442871093750000e+02	1.760005645751953125e+02	2.967954711914062500e+02	5.390266113281250000e+02	5.859322509765625000e+02	1.288440246582031250e+02	5.502069702148437500e+02	6.115725097656250000e+02	6.078077392578125000e+02	4.587642822265625000e+02	4.904848632812500000e+02	5.607063598632812500e+02	6.947537231445312500e+02	7.013660278320312500e+02	5.668294067382812500e+02	7.980641937255859375e+01	4.596693115234375000e+02	1.827681579589843750e+02	5.774418945312500000e+02	5.632996826171875000e+02	4.710182800292968750e+02	4.411316833496093750e+02	6.053755950927734375e+01	5.645830688476562500e+02	6.558365631103515625e+01	6.157977294921875000e+02	5.741913452148437500e+02	6.673013305664062500e+02	6.683448486328125000e+02	2.913264465332031250e+02	3.019185180664062500e+02	5.155894165039062500e+02	5.630830078125000000e+02	4.618821105957031250e+02	4.783721313476562500e+02	7.880906982421875000e+02	1.528488464355468750e+02	4.861856079101562500e+02	7.575231323242187500e+02	7.089091796875000000e+02	1.461884002685546875e+02	5.704121704101562500e+02	6.878278198242187500e+02	4.052130737304687500e+02	5.410095825195312500e+02	1.719472351074218750e+02	7.731431274414062500e+02	3.579603576660156250e+02	7.444879150390625000e+02	2.089610290527343750e+02	6.314714965820312500e+02	7.667982788085937500e+02	4.496302490234375000e+02	5.428644409179687500e+02	5.848021240234375000e+02	6.129144287109375000e+02	5.594727172851562500e+02	5.112709045410156250e+02	3.574721679687500000e+02	5.508764038085937500e+02	5.177273559570312500e+02
1.631631927490234375e+02	4.447039031982421875e+01	1.732647323608398438e+01	1.590930023193359375e+02	2.224403839111328125e+02	5.777637863159179688e+01	1.406769256591796875e+02	2.603570861816406250e+02	3.988262329101562500e+02	7.014268188476562500e+02	4.247892761230468750e+02	5.877788696289062500e+02	5.335679931640625000e+02	3.682738647460937500e+02	2.005578804016113281e+01	7.101258544921875000e+02	4.214212799072265625e+01	7.212371215820312500e+02	1.369442291259765625e+02	1.322335052490234375e+02	6.500076904296875000e+02	3.883856964111328125e+01	6.910574951171875000e+02	7.495930786132812500e+02	3.915685272216796875e+01	6.663746948242187500e+02	1.069469223022460938e+02	7.749250488281250000e+02	2.482957763671875000e+02	9.998799896240234375e+01	5.398961791992187500e+02	5.882301635742187500e+02	5.694424438476562500e+02	7.409202880859375000e+02	2.960158386230468750e+02	1.908142395019531250e+02	1.940444793701171875e+02	1.457832336425781250e+01	5.658589172363281250e+01	7.620255126953125000e+02	4.363032150268554688e+01	4.819212341308593750e+02	6.617485809326171875e+01	3.574871826171875000e+01	9.637757110595703125e+01	7.991437377929687500e+02	1.289470520019531250e+02	4.433954772949218750e+02	4.413723373413085938e+01	5.942360305786132812e+01	7.542053222656250000e+02	2.086329956054687500e+02	4.497159576416015625e+01	7.610142822265625000e+02	3.267353820800781250e+02	1.127419586181640625e+02	7.501549682617187500e+02	6.772845458984375000e+01	3.217655029296875000e+02	6.413778686523437500e+02	1.200288162231445312e+02	3.169015502929687500e+02	5.057735595703125000e+02	1.043837432861328125e+02	1.058150863647460938e+02	1.016424331665039062e+02	8.309001922607421875e+01	1.136233673095703125e+02	2.348701019287109375e+02	4.319670104980468750e+02	1.006094207763671875e+02	9.283048248291015625e+01	1.109965209960937500e+02	7.497295379638671875e+01	1.713209342956542969e+01	1.866368713378906250e+02	6.601673126220703125e+01	3.021937866210937500e+02	6.688109130859375000e+02	1.051119461059570312e+02	5.596244430541992188e+01	9.865530395507812500e+01	1.349459838867187500e+01	4.460813598632812500e+02	3.162687988281250000e+02	1.154735279083251953e+01
2.409319915771484375e+02	7.008984375000000000e+02	7.859841308593750000e+02	7.376885986328125000e+02	4.386497497558593750e+02	1.395732269287109375e+02	7.938621215820312500e+02	7.819999389648437500e+02	5.204769897460937500e+02	7.289497070312500000e+02	5.536614227294921875e+01	7.862731933593750000e+02	4.579581069946289062e+01	1.436273803710937500e+02	2.471069793701171875e+02	6.762644653320312500e+02	7.916529541015625000e+02	7.663320312500000000e+02	4.814888610839843750e+02	6.361861419677734375e+01	7.844346313476562500e+02	6.302010498046875000e+02	7.822872924804687500e+02	7.693804931640625000e+02	7.867489624023437500e+02	5.380908203125000000e+02	7.329900512695312500e+02	7.807696533203125000e+02	7.013512573242187500e+02	4.625635147094726562e+01	7.327927856445312500e+02	6.789342651367187500e+02	7.319215698242187500e+02	3.150769348144531250e+02	7.940184326171875000e+02	7.726888427734375000e+02	7.790343017578125000e+02	7.975220336914062500e+02	2.581147575378417969e+01	7.878098754882812500e+02	7.649956054687500000e+02	7.876530151367187500e+02	3.455084838867187500e+02	1.397657966613769531e+01	2.114272766113281250e+02	7.183357238769531250e+01	7.576027832031250000e+02	2.801917266845703125e+01	3.521960830688476562e+01	2.380500030517578125e+02	1.169776535034179688e+02	3.433995361328125000e+02	7.729138183593750000e+02	5.471829833984375000e+02	5.220309448242187500e+02	7.038375854492187500e+02	7.925332641601562500e+02	1.820870056152343750e+02	7.851490478515625000e+02	7.688790893554687500e+02	7.584490966796875000e+02	6.855096435546875000e+02	5.273312377929687500e+02	7.890220336914062500e+02	7.235968627929687500e+02	7.592820434570312500e+02	3.904362182617187500e+02	7.557416992187500000e+02	4.613314151763916016e+00	7.041528320312500000e+02	7.129105834960937500e+02	8.940776062011718750e+01	7.895078735351562500e+02	7.687451782226562500e+02	1.485565643310546875e+02	7.521586914062500000e+02	5.768583984375000000e+02	3.018701477050781250e+02	7.047863159179687500e+02	3.972002410888671875e+01	4.328837280273437500e+02	7.848229980468750000e+02	6.312567138671875000e+02	7.396641845703125000e+02	6.449071655273437500e+02	7.854602050781250000e+02
7.383447875976562500e+02	6.970858154296875000e+02	4.254250488281250000e+02	6.567606201171875000e+02	6.964230346679687500e+02	6.487083435058593750e+01	6.783016357421875000e+02	7.962724609375000000e+02	1.749594573974609375e+02	5.386275024414062500e+02	5.910910644531250000e+02	5.566674804687500000e+02	3.977138366699218750e+02	7.888292236328125000e+02	3.060567321777343750e+02	3.853117370605468750e+02	3.511522293090820312e+01	2.083807525634765625e+02	6.544504394531250000e+02	6.202001342773437500e+02	2.250709533691406250e+02	4.343076705932617188e+01	4.150900878906250000e+02	1.188676605224609375e+02	7.831400756835937500e+02	6.785441284179687500e+02	4.883674011230468750e+02	7.827474365234375000e+02	3.177288513183593750e+02	6.600951385498046875e+01	2.498747100830078125e+02	3.857722473144531250e+02	1.153915405273437500e+02	1.817291412353515625e+02	7.370682983398437500e+02	1.918370246887207031e+01	7.331853637695312500e+02	1.069594268798828125e+02	7.679751586914062500e+02	7.428301391601562500e+02	1.533587188720703125e+02	8.829319953918457031e+00	9.840913391113281250e+01	7.649364013671875000e+02	7.718541259765625000e+02	2.214028549194335938e+01	2.225443649291992188e+01	3.229402923583984375e+01	1.663478546142578125e+02	8.658018493652343750e+01	8.064696502685546875e+01	1.418807697296142578e+01	7.966809844970703125e+01	4.337081298828125000e+02	6.405928134918212891e+00	4.760130310058593750e+02	7.670533447265625000e+02	1.570647277832031250e+02	7.046090087890625000e+02	4.396529541015625000e+02	5.175679931640625000e+02	7.960655517578125000e+02	7.637257385253906250e+01	6.701090087890625000e+02	4.877998352050781250e+02	7.342890014648437500e+02	7.091442871093750000e+02	7.791233520507812500e+02	7.574375000000000000e+02	5.412712402343750000e+02	6.030250244140625000e+02	7.906043090820312500e+02	5.383417129516601562e+01	7.349486083984375000e+02	6.688171386718750000e+01	4.776889648437500000e+02	5.134130249023437500e+02	1.339329071044921875e+02	5.820356445312500000e+02	6.605718383789062500e+02	5.222210693359375000e+02	4.648874664306640625e+01	2.788303833007812500e+02	7.387819824218750000e+02	7.251112670898437500e+02	7.664845581054687500e+02
1.160032882690429688e+02	2.516630706787109375e+02	4.929549255371093750e+02	2.557394104003906250e+02	4.281692504882812500e+02	2.134759521484375000e+01	6.124915771484375000e+02	4.734663391113281250e+02	3.268831481933593750e+02	6.528146972656250000e+02	7.643568725585937500e+02	3.735754394531250000e+02	5.920363235473632812e+01	1.829958152770996094e+01	4.655846252441406250e+02	7.129878540039062500e+02	5.339302368164062500e+02	6.216069335937500000e+02	5.642429199218750000e+02	5.157854003906250000e+02	2.837660217285156250e+02	4.612915039062500000e+02	6.491050415039062500e+02	4.441873168945312500e+02	1.037856674194335938e+01	3.612752990722656250e+02	1.011656188964843750e+02	6.208901977539062500e+02	1.679058380126953125e+02	6.398717651367187500e+02	1.251643218994140625e+02	3.462936096191406250e+02	4.612781982421875000e+02	7.869952392578125000e+02	1.211842041015625000e+02	1.252680053710937500e+02	9.383175659179687500e+01	6.232360229492187500e+02	2.461690673828125000e+02	4.834052124023437500e+02	4.044313964843750000e+02	5.689070434570312500e+02	6.918352661132812500e+02	3.650812988281250000e+02	3.727231445312500000e+02	3.678757324218750000e+02	1.697974395751953125e+02	6.643049926757812500e+02	1.560435485839843750e+02	4.111217041015625000e+02	7.738599243164062500e+02	5.700950317382812500e+02	1.629608001708984375e+02	6.134520263671875000e+02	2.229129791259765625e+02	5.695137329101562500e+02	7.593627319335937500e+02	6.558020019531250000e+02	2.153195800781250000e+02	4.842882995605468750e+02	4.444272460937500000e+02	3.068179931640625000e+02	1.197283859252929688e+02	6.115128784179687500e+02	3.855626220703125000e+02	6.710109252929687500e+02	1.851184234619140625e+02	1.171505813598632812e+02	3.048403320312500000e+02	5.490037231445312500e+02	2.806647949218750000e+02	7.261634521484375000e+02	1.597368316650390625e+02	1.370130157470703125e+02	3.149721145629882812e+00	8.727651977539062500e+01	1.451806335449218750e+02	4.517925720214843750e+02	5.636293945312500000e+02	5.721038818359375000e+02	1.467395782470703125e+02	5.769875488281250000e+02	1.272343368530273438e+02	2.696168136596679688e+01	1.151757812500000000e+02	7.250336914062500000e+02
7.889344482421875000e+02	5.801884155273437500e+02	5.404257202148437500e+02	4.889910888671875000e+01	4.216553344726562500e+02	1.208980941772460938e+02	6.752584838867187500e+02	6.493311767578125000e+02	6.149118652343750000e+02	5.855645751953125000e+02	2.150089721679687500e+02	6.258992309570312500e+02	2.596522827148437500e+02	5.633999633789062500e+01	5.629722976684570312e+01	7.735827026367187500e+02	5.944012832641601562e+01	6.519024658203125000e+01	1.609444732666015625e+02	6.109450073242187500e+02	6.865878295898437500e+02	2.524378509521484375e+02	4.148354187011718750e+02	5.884321899414062500e+02	7.196237792968750000e+02	8.609091949462890625e+01	4.261239013671875000e+02	5.514525146484375000e+02	2.246276550292968750e+02	7.829780273437500000e+02	8.524964141845703125e+01	7.381179199218750000e+02	6.036288833618164062e+01	7.142550048828125000e+02	7.226123046875000000e+02	1.386818289756774902e+00	8.236999511718750000e+01	5.127205810546875000e+02	5.450073852539062500e+02	6.734158325195312500e+02	1.148195495605468750e+02	3.872549438476562500e+02	7.258220825195312500e+02	1.741767578125000000e+02	2.306945495605468750e+02	6.011250000000000000e+02	5.479964599609375000e+02	3.170715332031250000e+02	6.696736450195312500e+02	2.429378128051757812e+01	1.627915344238281250e+02	6.353788452148437500e+02	1.176807022094726562e+02	8.849919891357421875e+01	4.103873291015625000e+02	3.789103088378906250e+02	1.618427886962890625e+02	1.047244415283203125e+02	3.715834045410156250e+01	5.022455139160156250e+02	6.042137451171875000e+02	3.174515075683593750e+02	1.406050720214843750e+02	1.418849792480468750e+02	1.093212509155273438e+02	1.686279144287109375e+02	6.108099365234375000e+01	1.583526897430419922e+01	2.423171234130859375e+02	1.698480606079101562e+01	4.754645385742187500e+02	6.786988525390625000e+02	3.058247985839843750e+02	6.268099365234375000e+02	1.567150878906250000e+02	2.196281433105468750e+02	6.326232299804687500e+02	1.566692504882812500e+02	2.705503540039062500e+02	1.597739257812500000e+02	7.826939086914062500e+02	1.083194046020507812e+02	7.981225585937500000e+02	6.536009521484375000e+02	5.877438964843750000e+02	7.238169555664062500e+02
3.731138305664062500e+02	8.132388305664062500e+01	9.305162811279296875e+01	1.370891876220703125e+02	1.811900482177734375e+02	6.007156372070312500e+01	7.483823242187500000e+02	1.536378631591796875e+02	7.359205932617187500e+02	3.240785827636718750e+02	6.752362060546875000e+01	1.041848068237304688e+02	4.995893096923828125e+01	4.827419433593750000e+02	7.152532958984375000e+01	1.741987915039062500e+02	6.523720550537109375e+01	1.011791687011718750e+02	7.918129272460937500e+02	1.283501281738281250e+02	3.128054809570312500e+02	2.464113006591796875e+02	5.743272094726562500e+02	7.165184326171875000e+02	1.376678161621093750e+02	1.315077972412109375e+02	3.507778625488281250e+02	9.736770629882812500e+01	1.244029312133789062e+02	6.440249633789062500e+01	1.828421173095703125e+02	7.505010986328125000e+02	6.663136291503906250e+01	7.459823608398437500e+02	1.016840667724609375e+02	4.060983581542968750e+02	4.704587402343750000e+02	6.920566406250000000e+02	8.810842895507812500e+01	1.787311553955078125e+02	2.373881835937500000e+02	5.621928710937500000e+02	4.990010681152343750e+02	6.083296508789062500e+02	9.141799163818359375e+01	3.989537963867187500e+02	5.504308471679687500e+02	9.647520446777343750e+01	1.617185974121093750e+02	7.191480255126953125e+01	5.832103881835937500e+02	1.776996002197265625e+02	2.536819839477539062e+01	1.158004531860351562e+02	3.649582824707031250e+02	1.273215026855468750e+02	1.966458740234375000e+02	6.104654541015625000e+02	1.360129394531250000e+02	1.370870971679687500e+02	1.037748107910156250e+02	5.579771728515625000e+02	1.009830093383789062e+02	3.966545867919921875e+01	9.862928771972656250e+01	2.696728515625000000e+02	1.330668792724609375e+02	8.086818695068359375e+01	9.371643829345703125e+01	7.370450592041015625e+01	3.210800170898437500e+02	6.859049072265625000e+02	7.647954711914062500e+02	3.048586730957031250e+02	2.996474914550781250e+02	5.675036621093750000e+02	2.092055053710937500e+02	1.240682830810546875e+02	2.295208892822265625e+02	2.002964782714843750e+02	4.968428955078125000e+02	4.654096069335937500e+02	4.092427825927734375e+01	1.417448577880859375e+02	9.475580596923828125e+01	2.529371795654296875e+02
3.026653289794921875e+01	1.346318054199218750e+02	7.768311157226562500e+02	2.476963348388671875e+02	5.137141418457031250e+01	5.550010375976562500e+02	4.060569763183593750e+02	7.786561889648437500e+02	6.058361206054687500e+02	7.610272216796875000e+02	4.598942260742187500e+02	7.560167846679687500e+02	4.547613525390625000e+01	8.732337188720703125e+01	2.181343078613281250e+02	4.287830810546875000e+02	2.223820190429687500e+02	7.652254638671875000e+02	2.690397644042968750e+02	3.046327819824218750e+02	7.814694824218750000e+02	7.837151489257812500e+02	2.850752563476562500e+02	1.297181091308593750e+02	3.400324249267578125e+01	1.003422470092773438e+02	2.254634094238281250e+02	7.365045166015625000e+02	7.524667358398437500e+02	3.726473617553710938e+01	7.731180419921875000e+02	3.873669738769531250e+02	5.507985839843750000e+02	3.024541320800781250e+02	7.216310424804687500e+02	7.928323364257812500e+02	7.886372070312500000e+02	7.548767089843750000e+02	7.259692382812500000e+02	1.783964538574218750e+02	1.638840103149414062e+01	4.930892028808593750e+02	4.459749221801757812e+01	3.589989852905273438e+01	2.527310562133789062e+01	4.435696716308593750e+02	3.435979843139648438e+00	6.986647605895996094e+00	7.055853271484375000e+02	6.325495910644531250e+01	4.991164398193359375e+01	7.679837646484375000e+02	1.432192230224609375e+02	1.641938323974609375e+02	2.867858505249023438e+01	7.882145996093750000e+02	7.946428833007812500e+02	1.499756164550781250e+02	3.450738830566406250e+02	1.729922866821289062e+01	1.544925079345703125e+02	7.806531372070312500e+02	1.393706359863281250e+02	7.646981811523437500e+02	2.349445343017578125e+02	2.602300720214843750e+02	2.628877563476562500e+02	7.660902099609375000e+02	1.671539306640625000e+01	2.773874473571777344e+01	7.875505981445312500e+02	7.051685791015625000e+02	1.443217658996582031e+01	2.598758850097656250e+02	2.806613731384277344e+01	7.777048339843750000e+02	3.989003372192382812e+01	4.992528991699218750e+02	7.808447265625000000e+02	1.525256347656250000e+02	7.429463500976562500e+02	7.504960327148437500e+02	7.305347442626953125e+01	5.684548950195312500e+02	1.939533843994140625e+02	7.921511230468750000e+02
4.667353515625000000e+02	2.832227783203125000e+02	7.097729492187500000e+02	4.457240600585937500e+02	6.595679931640625000e+02	8.586031341552734375e+01	6.800117187500000000e+02	3.916499938964843750e+02	6.040264282226562500e+02	3.217089843750000000e+02	4.974798278808593750e+02	2.682570190429687500e+02	5.337499389648437500e+02	2.191598663330078125e+02	7.951209106445312500e+02	1.034851989746093750e+02	5.648443603515625000e+02	5.228316040039062500e+02	6.518084106445312500e+02	5.360402221679687500e+02	5.273606567382812500e+02	5.218016357421875000e+02	4.310244445800781250e+02	3.885448608398437500e+02	6.075527343750000000e+02	4.938811645507812500e+02	4.578433837890625000e+02	2.305859069824218750e+02	2.479352416992187500e+02	5.356420288085937500e+02	1.489146423339843750e+02	2.942814025878906250e+02	3.261582031250000000e+02	5.264498291015625000e+02	4.670247497558593750e+02	6.068515625000000000e+02	4.333322143554687500e+02	7.462083740234375000e+02	4.896027221679687500e+02	5.499534912109375000e+02	4.206485290527343750e+02	4.048038330078125000e+02	1.925066680908203125e+02	1.636062927246093750e+02	5.818181152343750000e+02	1.868751220703125000e+02	4.297143859863281250e+02	3.908363342285156250e+02	4.162205810546875000e+02	6.026696777343750000e+02	5.026074829101562500e+02	4.204727783203125000e+02	2.953200683593750000e+02	1.935642547607421875e+02	3.026864624023437500e+02	3.048132324218750000e+02	6.940283813476562500e+02	4.872794189453125000e+02	3.598427734375000000e+02	4.345075988769531250e+02	5.553607177734375000e+02	3.951339416503906250e+02	7.104913940429687500e+02	2.621870727539062500e+02	4.281802062988281250e+02	3.348814392089843750e+02	2.861109619140625000e+02	6.205122680664062500e+02	4.163647155761718750e+02	5.650180053710937500e+02	5.421690673828125000e+02	6.835693969726562500e+02	4.955968933105468750e+02	5.402254028320312500e+02	3.286940307617187500e+02	5.378098754882812500e+02	6.548645629882812500e+02	5.571118774414062500e+02	4.892608642578125000e+02	6.230159301757812500e+02	4.305431823730468750e+02	5.122285156250000000e+02	1.938218536376953125e+02	4.718799133300781250e+02	2.286626892089843750e+02	5.591819458007812500e+02
1.323813323974609375e+02	6.954921264648437500e+02	7.583869628906250000e+02	7.755680541992187500e+02	2.522512969970703125e+02	6.648030090332031250e+01	2.539616546630859375e+02	3.869656372070312500e+02	5.072488021850585938e+01	6.291609497070312500e+02	7.343306274414062500e+02	1.868657836914062500e+02	6.709655761718750000e+02	6.989543457031250000e+02	2.942337608337402344e+01	4.538653259277343750e+02	4.113491058349609375e+01	5.723394165039062500e+02	7.078250122070312500e+02	3.301661071777343750e+02	7.877557983398437500e+02	7.661405639648437500e+02	2.032223968505859375e+02	4.169654235839843750e+02	3.506493835449218750e+02	2.519869384765625000e+02	3.092944946289062500e+02	4.974378662109375000e+02	2.619248657226562500e+02	6.971512451171875000e+02	6.303027343750000000e+02	2.405263214111328125e+02	4.122973937988281250e+02	1.348955078125000000e+02	1.575433654785156250e+02	7.227540283203125000e+02	1.437374420166015625e+02	6.272118530273437500e+02	4.047115783691406250e+02	2.152561759948730469e+01	5.743816528320312500e+02	4.074681854248046875e+01	4.750653381347656250e+02	6.208702392578125000e+02	2.006570625305175781e+01	1.684613342285156250e+02	5.549857711791992188e+01	5.869115600585937500e+02	1.280427246093750000e+02	4.785894470214843750e+02	6.402418212890625000e+02	2.510518798828125000e+02	5.838006210327148438e+01	5.949060668945312500e+02	6.854516601562500000e+02	1.713532257080078125e+02	5.331099243164062500e+02	6.415277099609375000e+02	1.924922370910644531e+01	6.439487915039062500e+02	7.125264282226562500e+02	3.081306457519531250e+02	1.554441680908203125e+02	6.226205444335937500e+02	3.572854309082031250e+02	6.623238372802734375e+01	8.763916015625000000e+01	3.496993408203125000e+02	7.041834716796875000e+02	2.607037963867187500e+02	5.150531005859375000e+02	7.215438842773437500e+02	1.447386550903320312e+01	5.062684936523437500e+02	3.088709716796875000e+02	5.686651000976562500e+02	2.971463012695312500e+02	6.709647827148437500e+02	2.428960571289062500e+02	6.422299194335937500e+02	6.770189208984375000e+02	7.787740478515625000e+02	4.279174804687500000e+02	3.435121536254882812e+01	3.145564460754394531e+01	4.130239562988281250e+02
