1.757798314094543457e+00 1.107058882713317871e+00 1.852063894271850586e+00 6.785154938697814941e-01 5.684884190559387207e-01 4.358536682128906250e+02 2.450182189941406250e+02 8.695612182617187500e+02 5.218460693359375000e+02 4.944313659667968750e+02 2.337510585784912109e-01 4.927582740783691406e+00 -1.339594841003417969e+00 6.421794891357421875e-01 3.106193542480468750e-01 5.203723907470703125e-01 1.030778884887695312e-01 -9.913234710693359375e-01
6.380199790000915527e-01 1.031146645545959473e+00 2.411446094512939453e+00 9.417788982391357422e-01 6.765776276588439941e-01 5.012159423828125000e+02 1.565804901123046875e+02 9.078690795898437500e+02 3.466977233886718750e+02 4.533993835449218750e+02 8.299324512481689453e-01 4.370057106018066406e+00 1.143959045410156250e+00 -2.239890098571777344e+00 1.912101745605468750e+00 2.499435424804687500e+00 9.685592651367187500e-01 6.303682327270507812e-01
1.757798314094543457e+00 1.107058882713317871e+00 1.852063894271850586e+00 6.785154938697814941e-01 5.684884190559387207e-01 4.358536682128906250e+02 2.450182189941406250e+02 8.695612182617187500e+02 5.218460693359375000e+02 4.944313659667968750e+02 2.337510585784912109e-01 4.927582740783691406e+00 -1.339594841003417969e+00 6.421794891357421875e-01 3.106193542480468750e-01 5.203723907470703125e-01 1.030778884887695312e-01 -9.913234710693359375e-01
4.267481267452239990e-01 6.564548015594482422e-01 2.108798980712890625e+00 1.432000279426574707e+00 4.720321893692016602e-01 6.555693359375000000e+02 1.789032745361328125e+02 9.110660400390625000e+02 5.965798950195312500e+02 5.429212036132812500e+02 8.960430622100830078e-01 5.852608680725097656e+00 1.026816368103027344e+00 2.140350341796875000e-01 1.194945335388183594e+00 1.689562797546386719e+00 3.052205085754394531e+00 -7.350177764892578125e-01
7.622242569923400879e-01 1.387557268142700195e+00 2.092136859893798828e+00 5.554344654083251953e-01 4.932821989059448242e-01 6.456731567382812500e+02 1.728172302246093750e+02 8.972722167968750000e+02 4.940373535156250000e+02 4.745465393066406250e+02 1.013639211654663086e+00 4.667697906494140625e+00 1.200649261474609375e+00 1.547353744506835938e+00 3.918565750122070312e+00 2.350633621215820312e+00 2.924335479736328125e+00 1.565522193908691406e+00
6.954277157783508301e-01 1.018947362899780273e+00 2.564587831497192383e+00 1.087455868721008301e+00 3.800276517868041992e-01 4.865258178710937500e+02 2.052413787841796875e+02 9.166816406250000000e+02 5.269403686523437500e+02 5.714542846679687500e+02 1.412525177001953125e+00 5.116465091705322266e+00 1.674681663513183594e+00 -8.301916122436523438e-01 2.930227279663085938e+00 4.045409202575683594e+00 2.602681159973144531e+00 1.171480178833007812e+00
1.063657879829406738e+00 1.467873454093933105e+00 2.398358345031738281e+00 5.876149535179138184e-01 6.875015497207641602e-01 5.278684082031250000e+02 1.705749053955078125e+02 8.914486083984375000e+02 3.764724731445312500e+02 4.350379943847656250e+02 1.035737991333007812e+00 4.093167304992675781e+00 1.238306045532226562e+00 -8.624782562255859375e-01 2.576915740966796875e+00 3.750180244445800781e+00 -4.703407287597656250e-01 1.532381057739257812e+00
3.826306760311126709e-01 5.366991758346557617e-01 2.208477497100830078e+00 1.712283611297607422e+00 6.817400455474853516e-01 4.589064025878906250e+02 1.891758270263671875e+02 9.290051269531250000e+02 4.059893188476562500e+02 5.215336914062500000e+02 6.831123828887939453e-01 5.494833946228027344e+00 1.345053672790527344e+00 -2.183574676513671875e+00 2.956790924072265625e-01 1.988358497619628906e+00 6.204032897949218750e-02 -4.431686401367187500e-01
1.063657879829406738e+00 1.467873454093933105e+00 2.398358345031738281e+00 5.876149535179138184e-01 6.875015497207641602e-01 5.278684082031250000e+02 1.705749053955078125e+02 8.914486083984375000e+02 3.764724731445312500e+02 4.350379943847656250e+02 1.035737991333007812e+00 4.093167304992675781e+00 1.238306045532226562e+00 -8.624782562255859375e-01 2.576915740966796875e+00 3.750180244445800781e+00 -4.703407287597656250e-01 1.532381057739257812e+00
1.846569061279296875e+00 1.640080451965332031e+00 1.942855000495910645e+00 5.851042866706848145e-01 5.186967849731445312e-01 5.696712646484375000e+02 1.926035308837890625e+02 8.684038085937500000e+02 6.367720947265625000e+02 4.902295532226562500e+02 9.379816055297851562e-01 4.802731513977050781e+00 -8.095560073852539062e-01 2.000723838806152344e+00 2.303304672241210938e+00 2.557310104370117188e+00 1.843173980712890625e+00 3.570098876953125000e-01
