0	0.980	0.999
1	0.949	0.995
2	0.578	0.996
3	1.000	0.999
4	1.000	0.997
5	0.906	0.867
6	0.999	0.999
7	0.995	0.979
8	1.000	0.977
9	0.997	0.993
10	1.000	0.994
11	0.997	0.999
12	1.000	0.999
13	0.994	0.998
14	0.251	0.999
15	0.444	0.928
16	0.974	0.999
17	1.000	0.968
18	1.000	0.999
19	0.999	1.000
20	1.000	0.998
21	0.999	1.000
22	0.976	0.993
23	0.999	0.989
24	1.000	0.991
25	0.999	0.998
26	1.000	0.998
27	0.842	0.999
28	1.000	0.986
29	1.000	0.973
30	0.823	0.964
31	0.989	0.998
32	1.000	0.865
33	0.994	0.998
34	0.993	0.990
35	1.000	0.998
36	1.000	0.985
37	0.966	0.990
38	0.967	0.986
39	1.000	0.977
40	0.998	0.994
41	0.954	0.998
42	0.996	0.989
43	0.675	0.999
44	0.876	0.996
45	0.946	0.999
46	0.705	0.998
47	0.805	0.994
48	1.000	0.939
49	0.950	0.999
0	0.000	0.000
51	1.000	0.999
52	0.999	0.997
53	0.717	0.999
54	0.940	0.999
55	0.999	0.998
56	0.999	0.994
57	0.841	0.999
58	0.983	0.952
59	0.912	0.995
60	0.993	0.998
61	1.000	0.979
62	0.912	0.999
63	0.985	0.998
64	1.000	0.980
65	0.995	0.897
66	0.968	0.987
67	0.990	0.998
68	0.987	0.996
69	0.995	0.996
70	0.936	0.997
71	0.741	0.999
72	0.999	1.000
73	0.999	0.999
74	0.999	0.996
75	0.997	0.950
76	0.870	0.995
77	0.999	0.969
78	1.000	0.978
79	0.970	0.994
80	1.000	0.991
81	0.356	0.998
82	1.000	0.980
83	1.000	0.981
84	0.998	0.999
85	0.987	0.991
86	1.000	0.976
87	0.994	0.998
88	0.988	0.955
89	0.986	0.976
90	0.816	0.961
91	0.975	0.983
92	1.000	0.956
