0	2.917	2.937	0.535	2.898	2.955	0.552
1	3.96	4.168	0.774	4.025	4.324	1.008
2	3.612	3.683	0.57	3.764	3.853	0.759
3	5.112	5.822	3.438	5.179	6.03	3.654
4	5.667	6.502	2.946	5.742	6.657	3.056
5	3.827	3.879	0.65	3.801	4.051	0.91
6	6.52	6.764	1.308	6.673	6.784	1.294
7	8.193	8.619	2.503	7.905	8.466	2.604
8	5.737	6.483	2.334	6.192	6.92	2.583
9	3.785	3.957	0.869	3.793	3.894	0.88
10	5.501	6.32	3.022	5.61	6.869	3.408
11	3.335	3.379	0.607	3.32	3.399	0.62
12	5.158	5.881	3.583	5.219	5.987	3.848
13	3.371	3.494	0.622	3.435	3.513	0.637
14	2.812	2.835	0.536	2.791	2.823	0.536
15	3.978	4.135	0.813	4.021	4.248	1.01
16	2.123	2.22	0.358	2.109	2.227	0.366
17	5.663	7.017	4.059	5.913	7.674	4.353
18	5.457	6.414	3.377	5.436	6.687	3.455
19	5.84	7.4	4.092	6.03	7.452	4.156
20	4.598	4.759	1.066	4.547	4.941	1.606
21	8.961	9.689	4.405	10.039	9.744	4.486
22	3.995	4.264	0.995	4.195	4.451	1.325
23	5.359	6.292	3.744	5.474	6.662	4.054
24	5.729	5.733	0.809	5.942	5.904	0.827
25	6.657	7.469	2.951	6.486	7.349	3.026
26	5.589	5.829	1.499	5.588	5.941	1.531
27	2.554	2.584	0.446	2.61	2.624	0.471
28	7.57	8.699	3.73	8.953	9.346	3.856
29	4.781	5.122	1.589	5.058	5.605	2.501
30	5.048	5.832	3.33	5.049	7.38	5.499
31	3.579	3.708	0.648	3.624	3.706	0.639
32	5.689	6.673	3.399	6.089	7.305	3.616
33	4.104	4.303	0.939	4.165	4.382	1.027
34	5.277	5.936	2.639	5.654	6.365	2.964
35	12.076	11.386	3.538	12.112	11.504	3.511
36	5.916	7.275	3.761	6.261	7.785	4.07
37	4.588	4.985	1.74	4.803	5.378	2.558
38	5.885	7.43	4.152	6.64	8.405	4.362
39	5.551	7.089	4.752	5.917	7.67	4.964
40	5.917	7.492	5.265	5.849	7.98	5.069
41	4.26	4.51	0.987	4.254	4.521	1.035
42	3.265	3.329	0.605	3.4	3.508	0.837
43	2.076	2.214	0.36	2.153	2.284	0.442
44	3.986	4.158	0.705	4.097	4.349	0.999
45	3.553	3.624	0.598	3.561	3.683	0.634
46	3.334	3.396	0.506	3.389	3.46	0.561
47	3.84	3.921	0.647	3.961	4.071	0.824
48	4.513	4.676	0.949	4.502	4.907	1.529
49	2.486	2.505	0.476	2.511	2.505	0.473
51	10.272	10.751	3.995	10.382	10.732	4.092
52	4.532	4.821	1.702	4.553	4.912	2.047
53	3.268	3.327	0.543	3.323	3.37	0.563
54	4.162	4.385	0.931	4.184	4.469	1.048
55	3.701	3.805	0.591	3.716	3.87	0.655
56	3.115	3.136	0.475	3.105	3.196	0.511
57	3.004	3.071	0.614	3.005	3.038	0.604
58	4.967	5.501	3.053	4.784	7.073	5.579
59	3.921	4.086	0.694	3.99	4.155	0.813
60	2.47	2.497	0.461	2.632	2.662	0.618
61	5.463	7.051	4.662	5.891	8.066	5.156
62	2.258	2.334	0.452	2.302	2.346	0.456
63	4.111	4.268	0.878	4.129	4.283	0.936
64	5.342	6.621	3.965	5.585	7.467	4.619
65	3.587	3.649	0.602	3.564	3.908	1.126
66	4.698	5.111	2.227	4.751	6.745	5.284
67	4.081	4.191	0.817	4.107	4.337	1.026
68	4.301	4.385	0.771	4.24	4.533	1.02
69	12.764	7.72	6.312	5.671	7.597	5.062
70	5.177	6.353	4.581	5.413	6.544	4.691
71	3.931	4.122	0.729	4.044	4.166	0.792
72	5.198	6.247	3.593	5.294	6.349	3.784
73	5.483	6.333	3.805	5.419	6.568	4.109
74	3.774	3.92	0.667	3.877	4.033	0.791
75	4.323	4.561	0.947	4.562	4.994	2.456
76	4.311	4.488	0.866	4.45	4.72	1.32
77	6.151	6.737	2.778	6.7	7.18	2.875
78	5.365	6.296	3.473	5.646	7.134	4.442
79	5.331	6.276	3.975	5.398	6.398	4.108
80	5.208	5.899	3.346	5.326	6.652	4.643
81	3.389	3.51	0.597	3.499	3.667	0.826
82	4.522	4.669	1.05	4.545	5.239	3.019
83	6.351	7.778	3.876	13.856	8.776	6.668
84	4.621	4.812	1.155	4.745	4.958	1.289
85	4.322	4.497	0.886	4.53	4.903	1.93
86	4.592	4.902	1.266	4.711	5.061	1.854
87	3.301	3.353	0.556	3.394	3.498	0.733
88	4.244	4.428	1.092	4.237	4.464	1.172
89	4.06	4.247	0.823	4.293	4.588	1.587
90	4.827	5.297	2.304	4.944	6.352	4.729
91	4.731	5.113	2.477	4.552	4.849	1.739
92	5.352	6.182	2.984	5.881	7.198	4.653
