0.000000000000000000e+00 -1.487156510353088379e+00 3.059898316860198975e-01 0.000000000000000000e+00
3.120512485504150391e+00 -1.425549149513244629e+00 3.437858223915100098e-01 0.000000000000000000e+00
6.998849391937255859e+00 -1.846495151519775391e+00 3.073279857635498047e-01 0.000000000000000000e+00
1.301011085510253906e+01 -2.648172140121459961e+00 2.987185418605804443e-01 0.000000000000000000e+00
2.104511070251464844e+01 -2.377618312835693359e+00 3.862905800342559814e-01 0.000000000000000000e+00
2.705811309814453125e+01 -3.249502897262573242e+00 5.655748844146728516e-01 0.000000000000000000e+00
4.300697708129882812e+01 -2.733274698257446289e+00 3.386801183223724365e-01 0.000000000000000000e+00
6.299143218994140625e+01 -1.538048982620239258e+00 5.705791711807250977e-01 0.000000000000000000e+00
2.561606750488281250e+02 -2.062188863754272461e+00 1.808214634656906128e-01 0.000000000000000000e+00
2.701108398437500000e+02 -1.988960385322570801e+00 1.937573701143264771e-01 0.000000000000000000e+00
2.741172790527343750e+02 -1.874553561210632324e+00 2.022630274295806885e-01 0.000000000000000000e+00
2.830370788574218750e+02 -2.249289274215698242e+00 3.982875347137451172e-01 0.000000000000000000e+00
2.940082397460937500e+02 -2.436254024505615234e+00 2.149585336446762085e-01 0.000000000000000000e+00
2.989933776855468750e+02 -2.836828708648681641e+00 2.832724452018737793e-01 0.000000000000000000e+00
3.030380859375000000e+02 -2.688955307006835938e+00 6.870820522308349609e-01 0.000000000000000000e+00
3.040221862792968750e+02 -2.921095609664916992e+00 2.541778981685638428e-01 0.000000000000000000e+00
3.109844055175781250e+02 -3.410657405853271484e+00 2.402940541505813599e-01 0.000000000000000000e+00
3.149555053710937500e+02 -3.217861413955688477e+00 5.011805295944213867e-01 0.000000000000000000e+00
3.280256652832031250e+02 -2.055835723876953125e+00 2.021563500165939331e-01 0.000000000000000000e+00
3.299824523925781250e+02 -2.326055288314819336e+00 2.173309624195098877e-01 0.000000000000000000e+00
3.379832458496093750e+02 -2.396942615509033203e+00 2.423262745141983032e-01 0.000000000000000000e+00
3.449963378906250000e+02 -3.059190034866333008e+00 4.355356991291046143e-01 0.000000000000000000e+00
3.510376892089843750e+02 -2.234246730804443359e+00 5.460737943649291992e-01 0.000000000000000000e+00
3.640039062500000000e+02 -2.102282285690307617e+00 2.810905873775482178e-01 0.000000000000000000e+00
3.691123962402343750e+02 -2.125896930694580078e+00 2.386102378368377686e-01 0.000000000000000000e+00
3.710535583496093750e+02 -2.390889644622802734e+00 4.350638985633850098e-01 0.000000000000000000e+00
3.810776672363281250e+02 -2.953788042068481445e+00 4.968197941780090332e-01 0.000000000000000000e+00
3.860052185058593750e+02 -2.642717599868774414e+00 2.927679419517517090e-01 0.000000000000000000e+00
3.930016174316406250e+02 -2.625003099441528320e+00 2.975912392139434814e-01 0.000000000000000000e+00
4.030156860351562500e+02 -2.047611474990844727e+00 4.409536421298980713e-01 0.000000000000000000e+00
4.110278320312500000e+02 -2.870322704315185547e+00 6.130325198173522949e-01 0.000000000000000000e+00
4.180233154296875000e+02 -2.077862977981567383e+00 3.458807468414306641e-01 0.000000000000000000e+00
4.260070800781250000e+02 -1.962517261505126953e+00 3.352887928485870361e-01 0.000000000000000000e+00
4.330077209472656250e+02 -2.372756719589233398e+00 4.832889437675476074e-01 0.000000000000000000e+00
6.131355590820312500e+02 1.013143420219421387e+00 5.633381009101867676e-01 0.000000000000000000e+00
6.211659545898437500e+02 3.469168245792388916e-01 3.650890886783599854e-01 0.000000000000000000e+00
6.261742553710937500e+02 2.049368768930435181e-01 2.224001735448837280e-01 0.000000000000000000e+00
6.390632324218750000e+02 8.226650357246398926e-01 5.383093953132629395e-01 0.000000000000000000e+00
6.480391235351562500e+02 1.564644098281860352e+00 3.635383844375610352e-01 0.000000000000000000e+00
6.560177612304687500e+02 9.569008350372314453e-01 2.071237415075302124e-01 0.000000000000000000e+00
6.660704345703125000e+02 7.974914312362670898e-01 3.029418289661407471e-01 0.000000000000000000e+00
6.789611816406250000e+02 9.987535327672958374e-02 2.591997981071472168e-01 0.000000000000000000e+00
6.849706420898437500e+02 1.305989921092987061e-01 3.506743609905242920e-01 0.000000000000000000e+00
6.889872436523437500e+02 3.929802179336547852e-01 2.703049480915069580e-01 0.000000000000000000e+00
6.929619750976562500e+02 4.407389760017395020e-01 3.954702615737915039e-01 0.000000000000000000e+00
7.121644897460937500e+02 3.337976634502410889e-01 1.812654919922351837e-02 0.000000000000000000e+00
7.159804077148437500e+02 -5.963335633277893066e-01 2.577517032623291016e-01 0.000000000000000000e+00
7.229846191406250000e+02 -1.909485645592212677e-02 2.567819356918334961e-01 0.000000000000000000e+00
7.279891967773437500e+02 1.771698594093322754e-01 4.150158166885375977e-01 0.000000000000000000e+00
7.379931030273437500e+02 6.235684156417846680e-01 2.752984464168548584e-01 0.000000000000000000e+00
7.469989624023437500e+02 3.597085177898406982e-01 2.780101299285888672e-01 0.000000000000000000e+00
7.520610351562500000e+02 1.473026424646377563e-01 2.277706265449523926e-01 0.000000000000000000e+00
7.610000000000000000e+02 2.656928300857543945e-01 4.773330986499786377e-01 0.000000000000000000e+00
7.660003051757812500e+02 4.667660593986511230e-01 2.987777292728424072e-01 0.000000000000000000e+00
7.730167846679687500e+02 2.201918810606002808e-01 2.506233155727386475e-01 0.000000000000000000e+00
7.800007934570312500e+02 5.005784630775451660e-01 2.873253822326660156e-01 0.000000000000000000e+00
7.869926147460937500e+02 -7.086920738220214844e-01 5.413442254066467285e-01 0.000000000000000000e+00
9.881853027343750000e+02 6.484180092811584473e-01 2.389793545007705688e-01 0.000000000000000000e+00
9.931680908203125000e+02 6.291499137878417969e-01 2.883994281291961670e-01 0.000000000000000000e+00
1.001165893554687500e+03 5.763232111930847168e-01 7.980399727821350098e-01 0.000000000000000000e+00
1.009049926757812500e+03 1.556859135627746582e+00 3.239382505416870117e-01 0.000000000000000000e+00
1.032986206054687500e+03 7.293758988380432129e-01 3.169897794723510742e-01 0.000000000000000000e+00
1.036989257812500000e+03 9.146378040313720703e-01 3.539792895317077637e-01 0.000000000000000000e+00
1.046963256835937500e+03 3.369629681110382080e-01 2.588977217674255371e-01 0.000000000000000000e+00
1.051106201171875000e+03 4.414286911487579346e-01 3.934423625469207764e-01 0.000000000000000000e+00
1.051962036132812500e+03 2.659284174442291260e-01 6.152530312538146973e-01 0.000000000000000000e+00
1.060979614257812500e+03 -1.024128273129463196e-01 2.639078199863433838e-01 0.000000000000000000e+00
1.064971557617187500e+03 5.460122823715209961e-01 2.613025903701782227e-01 0.000000000000000000e+00
1.074975097656250000e+03 3.942679613828659058e-02 3.246043324470520020e-01 0.000000000000000000e+00
1.091098388671875000e+03 -3.270534276962280273e-01 4.469325244426727295e-01 0.000000000000000000e+00
1.100992675781250000e+03 -5.460849404335021973e-01 2.790421247482299805e-01 0.000000000000000000e+00
1.107005249023437500e+03 -4.452021420001983643e-01 2.689322233200073242e-01 0.000000000000000000e+00
1.115000244140625000e+03 -7.809703350067138672e-01 6.109395027160644531e-01 0.000000000000000000e+00
1.121998413085937500e+03 -6.810199022293090820e-01 3.102229833602905273e-01 0.000000000000000000e+00
