1.784256134033203125e+02 3.449057579040527344e+00 2.394654750823974609e+00 -1.193911838531494141e+01 1.553282737731933594e+00 2.933635935187339783e-02
6.968824462890625000e+02 3.429295063018798828e+00 2.101499557495117188e+00 -1.634487152099609375e+01 -4.353547096252441406e-01 1.148970983922481537e-02
6.565225830078125000e+02 3.644472599029541016e+00 2.464733839035034180e+00 -1.833490753173828125e+01 1.661894321441650391e+00 3.022570163011550903e-03
1.366773529052734375e+02 3.496416091918945312e+00 2.291870832443237305e+00 -1.539850425720214844e+01 1.456419181823730469e+01 3.510053157806396484e-01
7.954408569335937500e+02 3.710828781127929688e+00 2.449325084686279297e+00 -1.974588012695312500e+01 -1.088290214538574219e+00 3.426228836178779602e-02
6.255932617187500000e+02 3.536387681961059570e+00 2.073113918304443359e+00 -1.403112506866455078e+01 1.305830478668212891e+00 4.533933475613594055e-02
1.413834228515625000e+02 3.480520248413085938e+00 2.459515094757080078e+00 -1.439793491363525391e+01 3.062405586242675781e+00 3.065746277570724487e-02
5.938096923828125000e+02 3.292528152465820312e+00 2.045794486999511719e+00 -1.876544189453125000e+01 5.764436721801757812e-01 3.962267562747001648e-02
2.226423034667968750e+02 3.434030055999755859e+00 2.135197877883911133e+00 -1.194708919525146484e+01 9.067161560058593750e+00 7.173702120780944824e-02
6.413464355468750000e+02 3.366481542587280273e+00 2.143531560897827148e+00 -1.751823425292968750e+01 -2.487491369247436523e+00 7.702682912349700928e-02
6.894497070312500000e+02 3.559513568878173828e+00 2.498202800750732422e+00 -1.790559768676757812e+01 -2.924113273620605469e+00 4.216838628053665161e-02
2.060449371337890625e+02 3.449245452880859375e+00 2.038406133651733398e+00 -7.525291442871093750e+00 2.706069946289062500e+00 7.859037816524505615e-02
1.165505142211914062e+02 3.712515115737915039e+00 2.636336565017700195e+00 -1.841862297058105469e+01 -1.434997320175170898e+00 6.868554651737213135e-02
1.666906280517578125e+02 3.436786174774169922e+00 2.369793653488159180e+00 -6.910834312438964844e+00 1.519804000854492188e+00 9.662090241909027100e-02
1.558244934082031250e+02 3.537015676498413086e+00 2.265273332595825195e+00 -9.250889778137207031e+00 1.184213161468505859e+00 4.183929041028022766e-02
6.087595214843750000e+02 3.494171857833862305e+00 2.425053596496582031e+00 -1.579640388488769531e+01 2.117929458618164062e+00 2.376045659184455872e-02
1.127018356323242188e+02 3.474116325378417969e+00 2.420400619506835938e+00 -1.152461433410644531e+01 -5.283391475677490234e-01 2.865763753652572632e-02
1.203945312500000000e+02 3.400793552398681641e+00 2.103124380111694336e+00 -1.749748229980468750e+01 -1.767534017562866211e+00 1.044854708015918732e-02
1.194823532104492188e+02 3.371568202972412109e+00 2.021382808685302734e+00 -1.324794864654541016e+01 5.949006080627441406e+00 1.637261807918548584e-01
2.059414367675781250e+02 3.503161907196044922e+00 2.328882932662963867e+00 -1.028232479095458984e+01 3.137350082397460938e-01 4.790425300598144531e-02
6.101384887695312500e+02 3.616860866546630859e+00 2.336515426635742188e+00 -1.955237197875976562e+01 2.436470985412597656e-01 1.948786675930023193e-01
6.533043670654296875e+01 3.529880523681640625e+00 2.464131355285644531e+00 -1.836146354675292969e+01 -1.765000820159912109e-01 2.930829301476478577e-03
8.371070861816406250e+01 3.402151346206665039e+00 2.119036197662353516e+00 -1.669652748107910156e+01 5.272865295410156250e-01 5.459559708833694458e-02
1.105907821655273438e+02 3.510311126708984375e+00 2.109536409378051758e+00 -1.479843139648437500e+01 4.286217689514160156e-01 7.735218852758407593e-02
1.982501220703125000e+02 3.495060443878173828e+00 2.023033142089843750e+00 -7.487150192260742188e+00 2.771987915039062500e+00 1.621597260236740112e-01
6.994759521484375000e+02 3.465007781982421875e+00 2.180585861206054688e+00 -1.502118110656738281e+01 2.429819107055664062e-01 1.208083331584930420e-02
6.429486083984375000e+02 3.473020553588867188e+00 2.245650768280029297e+00 -1.425662136077880859e+01 2.897453308105468750e-01 3.033814486116170883e-03
4.042036132812500000e+02 3.411361217498779297e+00 2.221539974212646484e+00 -1.353867530822753906e+01 -2.011778354644775391e+00 6.312832981348037720e-02
