5.882052612304687500e+02 6.142259979248046875e+01 -1.222457885742187500e-01 3.898973941802978516e+00 2.734985351562500000e-01 -3.544425964355468750e-02 -2.864379882812500000e-01 2.314142942428588867e+00 6.768078804016113281e-01
5.100633544921875000e+02 5.804789428710937500e+02 7.517099380493164062e-03 4.318928241729736328e+00 -9.831047058105468750e-02 -5.525417327880859375e-01 -4.699096679687500000e-01 1.533461332321166992e+00 1.029839992523193359e+00
4.557279052734375000e+02 2.891768455505371094e+01 -1.999809741973876953e-01 3.999553442001342773e+00 3.477859497070312500e-02 -1.448369979858398438e+00 8.296585083007812500e-02 2.381406784057617188e+00 7.250400781631469727e-01
5.275190429687500000e+02 6.214948272705078125e+01 -2.145111560821533203e-01 3.897626161575317383e+00 1.105422973632812500e-01 -5.294704437255859375e-01 -8.541755676269531250e-01 2.193025588989257812e+00 1.708101749420166016e+00
1.858359069824218750e+02 6.656801757812500000e+02 -1.298782825469970703e-01 3.757055044174194336e+00 -1.961669921875000000e-01 -6.435585021972656250e-01 5.208587646484375000e-02 1.222980618476867676e+00 7.496300339698791504e-02
5.940748291015625000e+02 5.459152603149414062e+01 1.033859252929687500e-01 4.025852680206298828e+00 2.660560607910156250e-02 -7.987213134765625000e-02 -2.590179443359375000e-01 1.670429110527038574e+00 4.119690060615539551e-01
5.152261352539062500e+02 7.444069824218750000e+02 -2.486717700958251953e-01 3.545065164566040039e+00 -8.026504516601562500e-02 -1.032829284667968750e-02 -9.198246002197265625e-01 1.809779644012451172e+00 1.293628215789794922e+00
5.412910156250000000e+02 5.129537353515625000e+02 4.968643188476562500e-02 4.313546180725097656e+00 1.892948150634765625e-01 5.614109039306640625e-01 3.240184783935546875e-01 1.682664752006530762e+00 2.246222734451293945e+00
5.101478576660156250e+02 6.375573730468750000e+02 1.413850784301757812e-01 4.740662097930908203e+00 -5.201148986816406250e-02 2.859306335449218750e-01 6.048965454101562500e-02 1.326391696929931641e+00 7.780147790908813477e-01
5.459651489257812500e+02 5.053086853027343750e+02 -3.190732002258300781e-02 4.179644107818603516e+00 -1.180114746093750000e-01 -1.173725128173828125e+00 -5.405158996582031250e-01 3.264438629150390625e+00 8.726236820220947266e-01
5.450495605468750000e+02 4.358966369628906250e+02 1.226067543029785156e-01 4.790727138519287109e+00 -4.870605468750000000e-02 -6.103210449218750000e-01 -8.507747650146484375e-01 2.030114173889160156e+00 7.672798037528991699e-01
6.063673706054687500e+02 4.917017517089843750e+02 2.011511325836181641e-01 4.672611236572265625e+00 -4.131793975830078125e-01 -8.074550628662109375e-01 -9.008026123046875000e-02 1.391035795211791992e+00 3.174927830696105957e-01
6.237812500000000000e+02 5.116961364746093750e+02 -1.999311447143554688e-01 3.939910173416137695e+00 -5.941390991210937500e-02 -1.093929290771484375e+00 -3.384666442871093750e-01 2.916508913040161133e+00 3.387900590896606445e-01
5.531653442382812500e+02 3.614695739746093750e+01 -2.324342727661132812e-03 4.181168556213378906e+00 -4.551887512207031250e-02 -1.020355224609375000e-01 7.707977294921875000e-02 1.630558013916015625e+00 5.510599613189697266e-01
5.636988525390625000e+02 5.257176513671875000e+02 -3.736648559570312500e-01 3.646588087081909180e+00 4.280853271484375000e-02 3.943328857421875000e-01 -7.632637023925781250e-02 2.317924737930297852e+00 1.079292416572570801e+00
6.296115722656250000e+02 1.550199699401855469e+01 -1.203312873840332031e-01 3.705291032791137695e+00 -2.146892547607421875e-01 -1.198852539062500000e+00 -4.776706695556640625e-01 1.722953081130981445e+00 7.138453722000122070e-01
4.437165832519531250e+02 5.597766113281250000e+02 1.811707019805908203e-01 4.689420700073242188e+00 -2.577095031738281250e-01 -1.581483840942382812e+00 -4.236526489257812500e-01 2.229721307754516602e+00 3.744487464427947998e-01
5.518750610351562500e+02 4.506783142089843750e+02 4.775047302246093750e-02 4.510898590087890625e+00 2.025604248046875000e-02 6.796951293945312500e-01 2.537841796875000000e-01 2.201090097427368164e+00 1.910562962293624878e-01
6.081192016601562500e+02 1.514924621582031250e+01 3.341078758239746094e-02 4.527011871337890625e+00 1.031570434570312500e-01 -1.657371520996093750e-01 -3.546524047851562500e-02 1.983016133308410645e+00 8.528571128845214844e-01
6.045947875976562500e+02 4.917426452636718750e+02 -1.264917850494384766e-01 4.052308082580566406e+00 -8.736228942871093750e-02 -1.002593994140625000e+00 -5.624847412109375000e-01 2.000307083129882812e+00 1.260282993316650391e+00
5.883539428710937500e+02 5.284795532226562500e+02 -3.997018337249755859e-01 3.601768970489501953e+00 -6.628417968750000000e-02 -3.595733642578125000e-01 -3.013343811035156250e-01 2.356645107269287109e+00 1.106851220130920410e+00
5.671396484375000000e+02 1.684755249023437500e+02 2.634468078613281250e-01 4.789621829986572266e+00 -7.638969421386718750e-01 -9.617919921875000000e-01 -6.143455505371093750e-01 2.148494720458984375e+00 5.671567320823669434e-01
6.004931640625000000e+02 2.538907241821289062e+01 -2.701115608215332031e-01 3.844280004501342773e+00 5.812835693359375000e-02 6.725311279296875000e-03 -6.233749389648437500e-01 2.321331501007080078e+00 7.403705120086669922e-01
